path,class_name,label
AnnualCrop/AnnualCrop_1.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_100.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1004.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1005.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1006.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1009.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_101.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1010.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1011.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1013.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1014.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1016.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1018.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1019.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_102.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1020.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1021.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1023.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1024.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1025.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1026.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1027.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1028.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1031.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1033.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1035.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1037.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1038.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1039.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1040.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1041.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1042.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1044.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1045.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1046.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1047.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1048.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1049.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_105.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1053.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1054.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1055.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1058.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_106.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1060.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1061.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1062.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1063.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1064.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1067.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1068.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1069.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_107.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1070.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1071.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1073.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1075.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1076.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1077.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1078.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1080.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1081.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1082.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1083.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1085.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1088.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1089.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_109.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1090.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1092.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1093.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1094.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1095.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1096.tif,AnnualCrop,0
AnnualCrop/AnnualCrop_1097.tif,AnnualCrop,0
